date,order_id,sku,category,channel,orders,revenue,year,month
2021-03-23,139898,Penas Gatito,Brinquedo,Cartão Débito,1,25.27,2021,3
2021-10-10,138204,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Crédito,1,1901.9,2021,10
2022-09-14,168946,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Dinheiro,1,,2022,9
2024-04-01,259763,Cama média almofadada Pity,Acessório,Dinheiro,1,,2024,4
2021-03-03,120573,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Cartão Débito,1,113.05,2021,3
2021-10-03,101991,Bandana Disney Mickey Fábrica Petti ,Acessório,Pix,1,34.58,2021,10
2022-08-16,180641,Cama média almofadada Pity,Acessório,Boleto Bancário,1,,2022,8
2021-01-26,134051,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Dinheiro,1,114.38,2021,1
2023-08-14,204106,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Pix,1,1034.8,2023,8
2023-08-17,219191,Meias esportivas para cães para ambientes internos e externos,Acessório,Boleto Bancário,1,80.6,2023,8
2020-05-17,72407,Bola Pet Vinil Big Blue,Brinquedo,Cartão Débito,1,20.16,2020,5
2021-05-10,129135,Roupa para Gato Petti,Acessório,Dinheiro,1,51.87,2021,5
2021-05-06,111915,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Pix,1,90.44,2021,5
2022-06-03,179992,Biscoito  True Champion 300g,Alimentação,Dinheiro,1,,2022,6
2022-05-02,156521,Meias esportivas para cães para ambientes internos e externos,Acessório,Cartão Débito,1,,2022,5
2024-03-12,252915,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Boleto Bancário,1,,2024,3
2020-04-15,78632,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Cartão Débito,1,24.64,2020,4
2024-03-01,271517,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Dinheiro,1,,2024,3
2022-03-27,195190,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Boleto Bancário,1,,2022,3
2024-02-17,233518,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Dinheiro,1,,2024,2
2024-03-09,265922,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Pix,1,,2024,3
2024-02-19,234447,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Dinheiro,1,,2024,2
2021-02-28,114009,Biscoito  True Champion 300g,Alimentação,Cartão Crédito,1,101.08,2021,2
2022-09-04,160979,Vitamina E Granulado BigForce,Medicamento,Boleto Bancário,1,,2022,9
2020-01-30,76774,Vitamina E Granulado BigForce,Medicamento,Dinheiro,1,252.0,2020,1
2020-03-08,66633,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Boleto Bancário,1,23.52,2020,3
2022-09-25,158819,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Cartão Crédito,1,,2022,9
2022-06-11,186769,Vitamina E Granulado BigForce,Medicamento,Pix,1,,2022,6
2022-10-09,180433,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Dinheiro,1,,2022,10
2022-11-28,162981,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Boleto Bancário,1,,2022,11
2020-11-24,83307,Roupa para Gato Petti,Acessório,Boleto Bancário,1,38.08,2020,11
2024-01-09,250338,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Boleto Bancário,1,,2024,1
2021-03-20,119171,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Dinheiro,1,1149.12,2021,3
2022-06-24,154375,Vitamina E Granulado BigForce,Medicamento,Pix,1,,2022,6
2024-03-31,252057,Roupa para Cão Billaboard,Acessório,Cartão Crédito,1,,2024,3
2022-11-25,177799,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Crédito,1,,2022,11
2020-12-31,79405,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Cartão Débito,1,97.44,2020,12
2024-03-21,233478,Vitamina E Granulado BigForce,Medicamento,Boleto Bancário,1,,2024,3
2021-05-21,111842,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Cartão Crédito,1,151.62,2021,5
2023-09-22,210225,Biscoito  True Champion 300g,Alimentação,Pix,1,81.9,2023,9
2020-08-05,82676,Penas Gatito,Brinquedo,Boleto Bancário,1,20.16,2020,8
2023-12-30,214751,Cama média almofadada Pity,Acessório,Dinheiro,1,68.9,2023,12
2024-03-04,274312,Bola Pet Vinil Big Blue,Brinquedo,Pix,1,,2024,3
2021-04-10,121297,Penas Gatito,Brinquedo,Pix,1,21.28,2021,4
2023-11-24,217826,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Boleto Bancário,1,345.8,2023,11
2023-06-02,204168,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Boleto Bancário,1,27.3,2023,6
2023-11-04,212173,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Cartão Crédito,1,81.9,2023,11
2020-11-02,69640,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Pix,1,60.48,2020,11
2020-06-24,51856,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Boleto Bancário,1,7.84,2020,6
2022-07-02,188057,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Pix,1,,2022,7
2024-02-08,234734,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Cartão Crédito,1,,2024,2
2021-05-01,102293,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Dinheiro,1,39.9,2021,5
2022-01-02,198696,Mordedor de Corda Bola,Brinquedo,Cartão Crédito,1,,2022,1
2023-11-10,220898,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Pix,1,88233.6,2023,11
2024-03-24,245846,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Cartão Débito,1,,2024,3
2024-02-26,252941,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Cartão Débito,1,,2024,2
2020-03-07,95214,Bola Pet Vinil Big Blue,Brinquedo,Boleto Bancário,1,67.2,2020,3
2022-12-29,169627,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Cartão Débito,1,,2022,12
2024-02-17,247819,Roupa para Gato Petti,Acessório,Boleto Bancário,1,,2024,2
2021-04-28,118550,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Cartão Crédito,1,58.52,2021,4
2024-04-03,226172,Cama média almofadada Pity,Acessório,Cartão Crédito,1,,2024,4
2023-11-01,206345,Bola Pet Vinil Big Blue,Brinquedo,Dinheiro,1,24.7,2023,11
2022-03-24,200489,Mordedor de Corda Bola,Brinquedo,Cartão Crédito,1,,2022,3
2020-11-29,100054,Penas Gatito,Brinquedo,Dinheiro,1,15.68,2020,11
2021-06-01,131303,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Pix,1,23.94,2021,6
2024-03-17,266371,Penas Gatito,Brinquedo,Dinheiro,1,,2024,3
2022-02-13,199303,Mordedor de Corda Bola,Brinquedo,Cartão Crédito,1,,2022,2
2020-04-08,53844,Cama média almofadada Pity,Acessório,Cartão Crédito,1,61.6,2020,4
2022-04-24,190569,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Cartão Débito,1,,2022,4
2021-09-28,115041,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Boleto Bancário,1,47.88,2021,9
2022-11-22,161888,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Pix,1,,2022,11
2023-04-17,220400,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Boleto Bancário,1,122.2,2023,4
2023-03-16,202384,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Pix,1,105.3,2023,3
2022-08-23,185217,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Boleto Bancário,1,,2022,8
2022-05-10,175727,Meias esportivas para cães para ambientes internos e externos,Acessório,Dinheiro,1,,2022,5
2022-12-13,164660,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Cartão Débito,1,,2022,12
2023-06-25,204427,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Pix,1,358.8,2023,6
2022-03-29,185875,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Cartão Crédito,1,,2022,3
2020-08-18,55608,Bola Pet Vinil Big Blue,Brinquedo,Dinheiro,1,70.56,2020,8
2024-03-19,246966,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Boleto Bancário,1,,2024,3
2020-07-29,81206,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Boleto Bancário,1,60.48,2020,7
2021-10-26,103001,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Pix,1,287.28,2021,10
2021-11-11,144492,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Dinheiro,1,6.65,2021,11
2020-09-11,88487,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Pix,1,32.48,2020,9
2020-10-17,84538,Roupa para Cão Billaboard,Acessório,Cartão Crédito,1,49.28,2020,10
2021-05-29,136603,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Dinheiro,1,12149.55,2021,5
2021-05-11,137125,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Pix,1,89.11,2021,5
2024-03-06,243576,Penas Gatito,Brinquedo,Boleto Bancário,1,,2024,3
2022-12-17,179584,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Crédito,1,,2022,12
2021-11-14,103009,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Boleto Bancário,1,130.34,2021,11
2022-08-27,185029,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Cartão Débito,1,,2022,8
2020-09-17,67138,Roupa para Cão Billaboard,Acessório,Dinheiro,1,49.28,2020,9
2024-04-01,231606,Mordedor de Corda Bola,Brinquedo,Dinheiro,1,,2024,4
2023-06-21,208430,Biscoito  True Champion 300g,Alimentação,Cartão Débito,1,114.4,2023,6
2022-06-25,198892,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Dinheiro,1,,2022,6
2022-08-14,183138,Roupa para Cão Billaboard,Acessório,Cartão Débito,1,,2022,8
2023-11-21,213593,Roupa para Gato Petti,Acessório,Cartão Débito,1,46.8,2023,11
2024-01-15,251526,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Cartão Crédito,1,,2024,1
2023-10-06,215074,Mordedor de Corda Bola,Brinquedo,Boleto Bancário,1,33.8,2023,10
2022-02-23,155893,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Boleto Bancário,1,,2022,2
2023-05-23,205337,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Boleto Bancário,1,72.8,2023,5
2024-01-08,251000,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Boleto Bancário,1,,2024,1
2023-07-15,216103,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Cartão Crédito,1,1151.8,2023,7
2020-08-03,98602,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Boleto Bancário,1,108.64,2020,8
2021-06-23,131383,Bandana Disney Mickey Fábrica Petti ,Acessório,Cartão Crédito,1,14.63,2021,6
2023-09-23,207332,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Dinheiro,1,1146.6,2023,9
2024-03-25,257872,Bandana Disney Mickey Fábrica Petti ,Acessório,Cartão Crédito,1,,2024,3
2020-10-15,73493,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Cartão Crédito,1,76.16,2020,10
2024-03-15,249265,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Boleto Bancário,1,,2024,3
2023-05-14,216122,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Dinheiro,1,273.0,2023,5
2022-10-24,181828,Bola Pet Vinil Big Blue,Brinquedo,Dinheiro,1,,2022,10
2024-01-20,272536,Cama média almofadada Pity,Acessório,Boleto Bancário,1,,2024,1
2022-12-21,184210,Bola Pet Vinil Big Blue,Brinquedo,Pix,1,,2022,12
2021-08-08,103256,Cama média almofadada Pity,Acessório,Boleto Bancário,1,81.13,2021,8
2020-09-11,75689,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Pix,1,72.8,2020,9
2024-01-03,237414,Meias esportivas para cães para ambientes internos e externos,Acessório,Pix,1,,2024,1
2020-11-23,90076,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Cartão Crédito,1,34.72,2020,11
2022-09-21,151351,Roupa para Cão Billaboard,Acessório,Dinheiro,1,,2022,9
2020-07-03,58546,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Boleto Bancário,1,97.44,2020,7
2020-05-11,87789,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Cartão Crédito,1,336.0,2020,5
2022-06-11,198850,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Boleto Bancário,1,,2022,6
2021-06-27,114894,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Pix,1,39.9,2021,6
2022-09-06,151866,Penas Gatito,Brinquedo,Cartão Crédito,1,,2022,9
2020-08-05,95984,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Débito,1,331.52,2020,8
2022-01-23,161903,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Boleto Bancário,1,,2022,1
2020-08-31,94810,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Cartão Débito,1,67.2,2020,8
2023-12-21,221107,Roupa para Cão Billaboard,Acessório,Dinheiro,1,49.4,2023,12
2022-11-16,182004,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Débito,1,,2022,11
2022-11-29,175512,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Cartão Débito,1,,2022,11
2020-11-25,68996,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Débito,1,971.04,2020,11
2021-05-22,134798,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Cartão Débito,1,829.92,2021,5
2022-08-25,199370,Vitamina E Granulado BigForce,Medicamento,Cartão Débito,1,,2022,8
2024-01-16,252437,Meias esportivas para cães para ambientes internos e externos,Acessório,Pix,1,,2024,1
2024-03-08,231043,Roupa para Cão Billaboard,Acessório,Cartão Débito,1,,2024,3
2024-01-24,269950,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Boleto Bancário,1,,2024,1
2021-06-23,102366,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Cartão Débito,1,1179.71,2021,6
2023-08-23,216238,Bola Pet Vinil Big Blue,Brinquedo,Cartão Crédito,1,2574.0,2023,8
2024-01-15,246514,Bola Pet Vinil Big Blue,Brinquedo,Cartão Crédito,1,,2024,1
2023-02-04,205991,Meias esportivas para cães para ambientes internos e externos,Acessório,Dinheiro,1,80.6,2023,2
2020-01-12,62457,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Cartão Débito,1,32.48,2020,1
2023-11-13,224888,Meias esportivas para cães para ambientes internos e externos,Acessório,Pix,1,42.9,2023,11
2021-03-29,104929,Meias esportivas para cães para ambientes internos e externos,Acessório,Boleto Bancário,1,42.56,2021,3
2021-06-09,102726,Mordedor de Corda Bola,Brinquedo,Dinheiro,1,34.58,2021,6
2023-05-27,216757,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Cartão Crédito,1,113.1,2023,5
2022-01-31,151061,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Cartão Crédito,1,,2022,1
2021-12-13,148909,Mordedor de Corda Bola,Brinquedo,Dinheiro,1,34.58,2021,12
2020-04-12,61517,Meias esportivas para cães para ambientes internos e externos,Acessório,Cartão Crédito,1,35.84,2020,4
2023-11-28,202559,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Cartão Débito,1,28.6,2023,11
2020-02-07,87034,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Dinheiro,1,23.52,2020,2
2024-02-08,238715,Bola Pet Vinil Big Blue,Brinquedo,Pix,1,,2024,2
2020-02-06,64494,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Pix,1,39.2,2020,2
2023-03-14,212312,Bandana Disney Mickey Fábrica Petti ,Acessório,Cartão Crédito,1,27.3,2023,3
2021-10-02,137084,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Boleto Bancário,1,77.14,2021,10
2023-01-30,220838,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Pix,1,109.2,2023,1
2022-05-07,180368,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Boleto Bancário,1,,2022,5
2021-05-17,128956,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Dinheiro,1,113.05,2021,5
2021-04-22,140868,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Pix,1,107.73,2021,4
2023-09-10,224235,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Cartão Débito,1,44.2,2023,9
2022-03-14,178849,Cama média almofadada Pity,Acessório,Boleto Bancário,1,,2022,3
2020-10-17,85792,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Débito,1,954.24,2020,10
2021-09-24,117228,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Cartão Crédito,1,742.14,2021,9
2020-12-14,58086,Mordedor de Corda Bola,Brinquedo,Cartão Crédito,1,12.32,2020,12
2023-06-09,209273,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Boleto Bancário,1,128.7,2023,6
2022-03-15,179634,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Cartão Crédito,1,,2022,3
2020-06-14,67784,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Boleto Bancário,1,656.32,2020,6
2020-05-30,63924,Meias esportivas para cães para ambientes internos e externos,Acessório,Pix,1,73.92,2020,5
2022-08-08,198071,Penas Gatito,Brinquedo,Cartão Crédito,1,,2022,8
2023-12-18,202896,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Cartão Crédito,1,45.5,2023,12
2023-08-27,221032,Biscoito  True Champion 300g,Alimentação,Cartão Débito,1,20.8,2023,8
2023-12-22,225769,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Dinheiro,1,15.6,2023,12
2021-01-18,129759,Roupa para Cão Billaboard,Acessório,Pix,1,45.22,2021,1
2023-04-02,218565,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Pix,1,15.6,2023,4
2024-01-15,243974,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Boleto Bancário,1,,2024,1
2020-08-11,58246,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Boleto Bancário,1,47.04,2020,8
2021-10-31,134357,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Pix,1,129.01,2021,10
2021-05-26,124033,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Pix,1,66.5,2021,5
2021-04-08,101795,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Cartão Crédito,1,558.6,2021,4
2023-10-17,212365,Penas Gatito,Brinquedo,Pix,1,20.8,2023,10
2021-10-22,142661,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Dinheiro,1,79.8,2021,10
2021-09-14,122278,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Pix,1,115.71,2021,9
2020-08-11,63098,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Cartão Débito,1,71.68,2020,8
2023-07-17,211794,Roupa para Gato Petti,Acessório,Cartão Débito,1,50.7,2023,7
2021-09-20,122856,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Cartão Crédito,1,119.7,2021,9
2023-01-30,214078,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Dinheiro,1,44.2,2023,1
2022-02-04,180224,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Boleto Bancário,1,,2022,2
2021-10-30,118340,Roupa para Gato Petti,Acessório,Boleto Bancário,1,61.18,2021,10
2024-02-11,273492,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Boleto Bancário,1,,2024,2
2023-06-25,225323,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,Medicamento,Pix,1,743.6,2023,6
2023-03-26,223338,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Cartão Débito,1,85.8,2023,3
2024-01-03,269452,Bandana Disney Mickey Fábrica Petti ,Acessório,Dinheiro,1,,2024,1
2021-04-03,149932,Cama Coração Coroa Pet Nest Almofada Lavável,Acessório,Cartão Crédito,1,117.04,2021,4
2020-06-30,81500,Mordedor de Corda Bola,Brinquedo,Cartão Débito,1,12.32,2020,6
2021-11-06,132249,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,Medicamento,Cartão Crédito,1,117.04,2021,11
2022-06-03,193578,Ração Royal Canin Club Performance para Cães Adultos,Alimentação,Pix,1,,2022,6
2020-10-29,87957,Bandana Disney Mickey Fábrica Petti ,Acessório,Cartão Crédito,1,17.92,2020,10
2021-07-21,116313,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Cartão Débito,1,38.57,2021,7
2022-05-22,197641,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Dinheiro,1,,2022,5
2023-01-17,222253,Cama média almofadada Pity,Acessório,Cartão Crédito,1,65.0,2023,1
2020-05-20,50325,Bola Pet Vinil Big Blue,Brinquedo,Boleto Bancário,1,23.52,2020,5
2022-10-07,194463,Penas Gatito,Brinquedo,Cartão Débito,1,,2022,10
2022-05-26,153171,Vitamina E Granulado BigForce,Medicamento,Boleto Bancário,1,,2022,5
2024-01-19,247351,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Boleto Bancário,1,,2024,1
2020-03-21,55997,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Cartão Crédito,1,228.48,2020,3
2021-06-19,120088,Penas Gatito,Brinquedo,Pix,1,21.28,2021,6
2024-04-02,245326,Bola Pet Vinil Big Blue,Brinquedo,Boleto Bancário,1,,2024,4
2022-09-28,171740,Roupa para Cão Billaboard,Acessório,Cartão Débito,1,,2022,9
2023-09-27,201702,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Dinheiro,1,988.0,2023,9
2020-10-11,80175,Bandana Disney Mickey Fábrica Petti ,Acessório,Boleto Bancário,1,10.08,2020,10
2021-01-24,123702,Penas Gatito,Brinquedo,Pix,1,19.95,2021,1
2022-10-14,164726,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Cartão Crédito,1,,2022,10
2020-10-14,62517,Bebedouro e Comedouro Automático para Cães e Gatos Filhotes,Bebedouros e Comedouros,Cartão Crédito,1,44.8,2020,10
2021-03-22,118673,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Pix,1,123.69,2021,3
2022-09-08,183478,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Dinheiro,1,,2022,9
2022-10-26,182456,Penas Gatito,Brinquedo,Cartão Débito,1,,2022,10
2023-08-10,219962,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Cartão Débito,1,37.7,2023,8
2023-02-27,214031,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Pix,1,123.5,2023,2
2022-07-30,168281,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Dinheiro,1,,2022,7
2021-11-04,137762,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Cartão Débito,1,1157.1,2021,11
2021-11-11,101173,Nutri Alimentador Inteligente Automático Câmera Google Alexa,Bebedouros e Comedouros,Cartão Débito,1,1171.73,2021,11
2022-02-16,184477,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Dinheiro,1,,2022,2
2021-02-17,140070,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Dinheiro,1,83.79,2021,2
2023-09-10,218050,Cama média almofadada Pity,Acessório,Boleto Bancário,1,75.4,2023,9
2022-04-11,173327,Meias esportivas para cães para ambientes internos e externos,Acessório,Pix,1,,2022,4
2024-03-09,238941,Shampoo vegano para cachorro e gato de camomila 250 ml,Higiene e Limpeza,Cartão Crédito,1,,2024,3
2020-07-03,55411,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Cartão Crédito,1,104.16,2020,7
2021-11-22,113876,Biscoito Pedigree Biscrok Multi para Cães Adultos 1 Kg 420g,Petisco,Cartão Crédito,1,37.24,2021,11
2024-02-01,235409,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Dinheiro,1,,2024,2
2022-03-24,188104,Kit Banho e Tosa com Escova PetShop Cãopeon,Higiene e Limpeza,Cartão Crédito,1,,2022,3
2022-09-05,170330,Meias esportivas para cães para ambientes internos e externos,Acessório,Dinheiro,1,,2022,9
2020-10-13,79261,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Cartão Crédito,1,33.6,2020,10
2022-01-05,177746,Roupa para Cão Billaboard,Acessório,Pix,1,,2022,1
2024-04-01,244083,Bandana Disney Mickey Fábrica Petti ,Acessório,Cartão Crédito,1,,2024,4
2022-01-29,153471,Whiskas Petisco Temptations Anti Bola de Pelo 40g,Petisco,Cartão Crédito,1,,2022,1
2021-01-06,137908,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,Petisco,Pix,1,95.76,2021,1
2021-01-02,147640,Bola Pet Vinil Big Blue,Brinquedo,Boleto Bancário,1,79.8,2021,1
2024-02-22,268415,Roupa para Gato Petti,Acessório,Cartão Débito,1,,2024,2
2024-02-25,263737,Ração Úmida Royal Canin Lata Veterinary Cães Adultos 500g,Alimentação,Boleto Bancário,1,,2024,2
2020-11-29,73872,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,Higiene e Limpeza,Boleto Bancário,1,34.72,2020,11
2024-01-10,273480,"Ração Royal Canin Exigent Gatos Adultos 1,5Kg",Alimentação,Boleto Bancário,1,,2024,1
2021-09-17,139921,Mordedor de Corda Bola,Brinquedo,Boleto Bancário,1,29.26,2021,9
